"","raw.input.mosaic.All.NIRV.1","raw.input.mosaic.All.NIRV.2","raw.input.mosaic.All.NIRV.3","raw.input.mosaic.All.NIRV.4","raw.input.mosaic.All.NIRV.5","raw.input.mosaic.All.NIRV.6","raw.input.mosaic.All.NIRV.7","raw.input.mosaic.All.NIRV.8","raw.input.mosaic.All.NIRV.9","raw.input.mosaic.All.NIRV.10","raw.input.mosaic.All.NIRV.11","raw.input.mosaic.All.NIRV.12","raw.input.mosaic.All.NIRV.13","raw.input.mosaic.All.NIRV.14","raw.input.mosaic.All.NIRV.15","raw.input.mosaic.All.NIRV.16","raw.input.mosaic.All.NIRV.17","raw.input.mosaic.All.NIRV.18","raw.input.mosaic.All.NIRV.19","raw.input.mosaic.All.NIRV.20","raw.input.mosaic.All.NIRV.21","raw.input.mosaic.All.NIRV.22","raw.input.mosaic.All.NIRV.23","raw.input.mosaic.All.NIRV.24","raw.input.mosaic.All.NIRV.25","raw.input.mosaic.All.NIRV.26","raw.input.mosaic.All.NIRV.27","raw.input.mosaic.All.NIRV.28","raw.input.mosaic.All.NIRV.29","raw.input.mosaic.All.NIRV.30","raw.input.mosaic.All.NIRV.31","raw.input.mosaic.All.NIRV.32","raw.input.mosaic.All.NIRV.33","raw.input.mosaic.All.NIRV.34","raw.input.mosaic.All.NIRV.35","raw.input.mosaic.All.NIRV.36","raw.input.mosaic.All.NIRV.37","raw.input.mosaic.All.NIRV.38","raw.input.mosaic.All.NIRV.39","raw.input.mosaic.All.NIRV.40","raw.input.mosaic.All.NIRV.41","raw.input.mosaic.All.NIRV.42","raw.input.mosaic.All.NIRV.43","raw.input.mosaic.All.NIRV.44","raw.input.mosaic.All.NIRV.45","raw.input.mosaic.All.NIRV.46","raw.input.mosaic.All.NIRV.47","raw.input.mosaic.All.NIRV.48","raw.input.mosaic.All.NIRV.49","raw.input.mosaic.All.NIRV.50","raw.input.mosaic.All.NIRV.51","raw.input.mosaic.All.NIRV.52","raw.input.mosaic.All.NIRV.53","raw.input.mosaic.All.NIRV.54","raw.input.mosaic.All.NIRV.55","raw.input.mosaic.All.NIRV.56","raw.input.mosaic.All.NIRV.57","raw.input.mosaic.All.NIRV.58","raw.input.mosaic.All.NIRV.59","raw.input.mosaic.All.NIRV.60","raw.input.mosaic.All.NIRV.61","raw.input.mosaic.All.NIRV.62","raw.input.mosaic.All.NIRV.63","raw.input.mosaic.All.NIRV.64","raw.input.mosaic.All.NIRV.65","raw.input.mosaic.All.NIRV.66","raw.input.mosaic.All.NIRV.67","raw.input.mosaic.All.NIRV.68","raw.input.mosaic.All.NIRV.69","raw.input.mosaic.All.NIRV.70","raw.input.mosaic.All.NIRV.71","raw.input.mosaic.All.NIRV.72","raw.input.mosaic.All.NIRV.73","raw.input.mosaic.All.NIRV.74","raw.input.mosaic.All.NIRV.75","raw.input.mosaic.All.NIRV.76","raw.input.mosaic.All.NIRV.77","raw.input.mosaic.All.NIRV.78","raw.input.mosaic.All.NIRV.79","raw.input.mosaic.All.NIRV.80","raw.input.mosaic.All.NIRV.81","raw.input.mosaic.All.NIRV.82","raw.input.mosaic.All.NIRV.83","raw.input.mosaic.All.NIRV.84","raw.input.mosaic.All.NIRV.85","raw.input.mosaic.All.NIRV.86","raw.input.mosaic.All.NIRV.87","raw.input.mosaic.All.NIRV.88","raw.input.mosaic.All.NIRV.89","raw.input.mosaic.All.NIRV.90","raw.input.mosaic.All.NIRV.91","raw.input.mosaic.All.NIRV.92","raw.input.mosaic.All.NIRV.93","raw.input.mosaic.All.NIRV.94","raw.input.mosaic.All.NIRV.95","raw.input.mosaic.All.NIRV.96","raw.input.mosaic.All.NIRV.97","raw.input.mosaic.All.NIRV.98","raw.input.mosaic.All.NIRV.99","raw.input.mosaic.All.NIRV.100","raw.input.mosaic.All.NIRV.101","raw.input.mosaic.All.NIRV.102","raw.input.mosaic.All.NIRV.103","raw.input.mosaic.All.NIRV.104","raw.input.mosaic.All.NIRV.105","raw.input.mosaic.All.NIRV.106","raw.input.mosaic.All.NIRV.107","raw.input.mosaic.All.NIRV.108","raw.input.mosaic.All.NIRV.109","raw.input.mosaic.All.NIRV.110","raw.input.mosaic.All.NIRV.111","raw.input.mosaic.All.NIRV.112","raw.input.mosaic.All.NIRV.113","raw.input.mosaic.All.NIRV.114","raw.input.mosaic.All.NIRV.115","raw.input.mosaic.All.NIRV.116","raw.input.mosaic.All.NIRV.117","raw.input.mosaic.All.NIRV.118","raw.input.mosaic.All.NIRV.119","raw.input.mosaic.All.NIRV.120","raw.input.mosaic.All.NIRV.121","raw.input.mosaic.All.NIRV.122","raw.input.mosaic.All.NIRV.123","raw.input.mosaic.All.NIRV.124","raw.input.mosaic.All.NIRV.125","raw.input.mosaic.All.NIRV.126","raw.input.mosaic.All.NIRV.127","raw.input.mosaic.All.NIRV.128","raw.input.mosaic.All.NIRV.129","raw.input.mosaic.All.NIRV.130","raw.input.mosaic.All.NIRV.131","raw.input.mosaic.All.NIRV.132","raw.input.mosaic.All.NIRV.133","raw.input.mosaic.All.NIRV.134","raw.input.mosaic.All.NIRV.135","raw.input.mosaic.All.NIRV.136","raw.input.mosaic.All.NIRV.137","raw.input.mosaic.All.NIRV.138","raw.input.mosaic.All.NIRV.139","raw.input.mosaic.All.NIRV.140","raw.input.mosaic.All.NIRV.141","raw.input.mosaic.All.NIRV.142","raw.input.mosaic.All.NIRV.143","raw.input.mosaic.All.NIRV.144","raw.input.mosaic.All.NIRV.145","raw.input.mosaic.All.NIRV.146","raw.input.mosaic.All.NIRV.147","raw.input.mosaic.All.NIRV.148","raw.input.mosaic.All.NIRV.149","raw.input.mosaic.All.NIRV.150","raw.input.mosaic.All.NIRV.151","raw.input.mosaic.All.NIRV.152","raw.input.mosaic.All.NIRV.153","raw.input.mosaic.All.NIRV.154","raw.input.mosaic.All.NIRV.155","raw.input.mosaic.All.NIRV.156","raw.input.mosaic.All.NIRV.157","raw.input.mosaic.All.NIRV.158","raw.input.mosaic.All.NIRV.159","raw.input.mosaic.All.NIRV.160","raw.input.mosaic.All.NIRV.161","raw.input.mosaic.All.NIRV.162","raw.input.mosaic.All.NIRV.163","raw.input.mosaic.All.NIRV.164","raw.input.mosaic.All.NIRV.165","raw.input.mosaic.All.NIRV.166","raw.input.mosaic.All.NIRV.167","raw.input.mosaic.All.NIRV.168","raw.input.mosaic.All.NIRV.169","raw.input.mosaic.All.NIRV.170","raw.input.mosaic.All.NIRV.171","raw.input.mosaic.All.NIRV.172","raw.input.mosaic.All.NIRV.173","raw.input.mosaic.All.NIRV.174","raw.input.mosaic.All.NIRV.175","raw.input.mosaic.All.NIRV.176","raw.input.mosaic.All.NIRV.177","raw.input.mosaic.All.NIRV.178","raw.input.mosaic.All.NIRV.179","raw.input.mosaic.All.NIRV.180","raw.input.mosaic.All.NIRV.181","raw.input.mosaic.All.NIRV.182","raw.input.mosaic.All.NIRV.183","raw.input.mosaic.All.NIRV.184","raw.input.mosaic.All.NIRV.185","raw.input.mosaic.All.NIRV.186","raw.input.mosaic.All.NIRV.187","raw.input.mosaic.All.NIRV.188","raw.input.mosaic.All.NIRV.189","raw.input.mosaic.All.NIRV.190","raw.input.mosaic.All.NIRV.191","raw.input.mosaic.All.NIRV.192","raw.input.mosaic.All.NIRV.193","raw.input.mosaic.All.NIRV.194","raw.input.mosaic.All.NIRV.195","raw.input.mosaic.All.NIRV.196","raw.input.mosaic.All.NIRV.197","raw.input.mosaic.All.NIRV.198","raw.input.mosaic.All.NIRV.199","raw.input.mosaic.All.NIRV.200","raw.input.mosaic.All.NIRV.201","raw.input.mosaic.All.NIRV.202","raw.input.mosaic.All.NIRV.203","raw.input.mosaic.All.NIRV.204","raw.input.mosaic.All.NIRV.205","raw.input.mosaic.All.NIRV.206","raw.input.mosaic.All.NIRV.207","raw.input.mosaic.All.NIRV.208","raw.input.mosaic.All.NIRV.209","raw.input.mosaic.All.NIRV.210","raw.input.mosaic.All.NIRV.211","raw.input.mosaic.All.NIRV.212","raw.input.mosaic.All.NIRV.213","raw.input.mosaic.All.NIRV.214","raw.input.mosaic.All.NIRV.215","raw.input.mosaic.All.NIRV.216","raw.input.mosaic.All.NIRV.217","raw.input.mosaic.All.NIRV.218","raw.input.mosaic.All.NIRV.219","raw.input.mosaic.All.NIRV.220","raw.input.mosaic.All.NIRV.221","raw.input.mosaic.All.NIRV.222","raw.input.mosaic.All.NIRV.223","raw.input.mosaic.All.NIRV.224","raw.input.mosaic.All.NIRV.225","raw.input.mosaic.All.NIRV.226","raw.input.mosaic.All.NIRV.227","raw.input.mosaic.All.NIRV.228","raw.input.mosaic.All.NIRV.229","raw.input.mosaic.All.NIRV.230","raw.input.mosaic.All.NIRV.231","raw.input.mosaic.All.NIRV.232","raw.input.mosaic.All.NIRV.233","raw.input.mosaic.All.NIRV.234","raw.input.mosaic.All.NIRV.235","raw.input.mosaic.All.NIRV.236","raw.input.mosaic.All.NIRV.237","raw.input.mosaic.All.NIRV.238","raw.input.mosaic.All.NIRV.239","raw.input.mosaic.All.NIRV.240","raw.input.mosaic.All.NIRV.241","raw.input.mosaic.All.NIRV.242","raw.input.mosaic.All.NIRV.243","raw.input.mosaic.All.NIRV.244","raw.input.mosaic.All.NIRV.245","raw.input.mosaic.All.NIRV.246","raw.input.mosaic.All.NIRV.247","raw.input.mosaic.All.NIRV.248","raw.input.mosaic.All.NIRV.249","raw.input.mosaic.All.NIRV.250","raw.input.mosaic.All.NIRV.251","raw.input.mosaic.All.NIRV.252","raw.input.mosaic.All.NIRV.253","raw.input.mosaic.All.NIRV.254","raw.input.mosaic.All.NIRV.255","raw.input.mosaic.All.NIRV.256","raw.input.mosaic.All.NIRV.257","raw.input.mosaic.All.NIRV.258","raw.input.mosaic.All.NIRV.259","raw.input.mosaic.All.NIRV.260","raw.input.mosaic.All.NIRV.261","raw.input.mosaic.All.NIRV.262","raw.input.mosaic.All.NIRV.263","raw.input.mosaic.All.NIRV.264","raw.input.mosaic.All.NIRV.265","raw.input.mosaic.All.NIRV.266","raw.input.mosaic.All.NIRV.267","raw.input.mosaic.All.NIRV.268","raw.input.mosaic.All.NIRV.269","raw.input.mosaic.All.NIRV.270","raw.input.mosaic.All.NIRV.271","raw.input.mosaic.All.NIRV.272","raw.input.mosaic.All.NIRV.273","raw.input.mosaic.All.NIRV.274","raw.input.mosaic.All.NIRV.275","raw.input.mosaic.All.NIRV.276","raw.input.mosaic.All.NIRV.277","raw.input.mosaic.All.NIRV.278","raw.input.mosaic.All.NIRV.279","raw.input.mosaic.All.NIRV.280","raw.input.mosaic.All.NIRV.281","raw.input.mosaic.All.NIRV.282","raw.input.mosaic.All.NIRV.283","raw.input.mosaic.All.NIRV.284","raw.input.mosaic.All.NIRV.285","raw.input.mosaic.All.NIRV.286","raw.input.mosaic.All.NIRV.287","raw.input.mosaic.All.NIRV.288","raw.input.mosaic.All.NIRV.289","raw.input.mosaic.All.NIRV.290","raw.input.mosaic.All.NIRV.291","raw.input.mosaic.All.NIRV.292","raw.input.mosaic.All.NIRV.293","raw.input.mosaic.All.NIRV.294","raw.input.mosaic.All.NIRV.295","raw.input.mosaic.All.NIRV.296","raw.input.mosaic.All.NIRV.297","raw.input.mosaic.All.NIRV.298","raw.input.mosaic.All.NIRV.299","raw.input.mosaic.All.NIRV.300","raw.input.mosaic.All.NIRV.301","raw.input.mosaic.All.NIRV.302","raw.input.mosaic.All.NIRV.303","raw.input.mosaic.All.NIRV.304","raw.input.mosaic.All.NIRV.305","raw.input.mosaic.All.NIRV.306","raw.input.mosaic.All.NIRV.307","raw.input.mosaic.All.NIRV.308","raw.input.mosaic.All.NIRV.309","raw.input.mosaic.All.NIRV.310","raw.input.mosaic.All.NIRV.311","raw.input.mosaic.All.NIRV.312","raw.input.mosaic.All.NIRV.313","raw.input.mosaic.All.NIRV.314","raw.input.mosaic.All.NIRV.315","raw.input.mosaic.All.NIRV.316","raw.input.mosaic.All.NIRV.317","raw.input.mosaic.All.NIRV.318","raw.input.mosaic.All.NIRV.319","raw.input.mosaic.All.NIRV.320","raw.input.mosaic.All.NIRV.321","raw.input.mosaic.All.NIRV.322","raw.input.mosaic.All.NIRV.323","raw.input.mosaic.All.NIRV.324"
"1",18433,NA,13754,NA,15235,13444,28080,29109,-28655,-30089,-31248,27398,22730,16584,15481,13940,10959,10458,6679,6679,7263,7594,6376,6907,5919,6269,5171,4297,5091,5324,4801,4297,3808,13470,13754,11947,17922,7021,10661,9456,9466,NA,21637,26811,-28608,26688,29002,29765,18338,14998,16086,13541,12471,10954,14018,10517,8107,6369,7768,7093,5065,6163,5353,4222,3886,5956,2960,4074,2603,7969,10011,11461,27133,NA,-24806,16640,-23893,27827,10697,15926,13945,12296,7644,6996,9551,8150,4863,5962,6339,5171,4523,2978,3544,4038,3206,3581,4222,3732,3770,3886,NA,4002,3401,6600,NA,12071,14040,18941,14202,11945,19374,NA,9957,8247,10578,14933,9670,11450,7963,11945,8960,9987,6339,5748,4929,4038,4038,4038,3808,3245,3362,3167,2920,4110,3656,2526,5207,3053,2526,709,2041,3964,3400,4110,12627,NA,22254,26000,31328,NA,NA,24752,-31026,-31370,21560,17533,19133,8485,12320,12525,9141,10199,8976,7851,5994,7933,5562,6800,6304,4825,3283,3770,NA,3129,3967,3694,NA,3086,4464,7406,14432,-31925,-23801,31552,-18277,-31338,30487,-31285,-25429,13791,-21475,32357,27040,23029,24184,23149,23781,13935,13935,14932,14975,10176,9210,8384,8596,8442,6730,6340,6061,5495,6449,6269,5461,11455,NA,19484,26759,NA,27414,26141,22106,NA,21361,17216,13444,12461,5474,9999,7644,7236,5867,5898,6253,5100,6061,4750,5243,5200,5528,5353,4713,3618,3206,4750,7580,3206,4335,3245,NA,4527,3797,4002,4569,5365,4740,9958,8958,NA,6976,NA,13131,13042,13541,12471,8463,7478,8989,6679,5215,6148,3863,5777,3967,3400,6510,3091,2636,3770,3544,3053,3167,3091,3091,4042,2603,4996,NA,5047,NA,-26538,27843,-26054,-20083,NA,NA,-25266,-28776,-18603,NA,26561,25790,22730,23087,25441,17495,18605,14442,14442,11022,10503,10075,10581,9843,7969,8442,6527,5528,5632,8192,12083,NA,7093,10246,10547
"2",-24863,NA,14484,NA,NA,29425,-30986,-25805,28422,24656,-28849,-28240,-22150,-31615,-25470,30877,-29493,-30397,-31006,-30065,-28849,-29457,-31889,-30328,-31785,-31181,-25237,NA,-31034,-29114,-29114,-22953,-27549,-29605,-10474,-11941,-24587,-14512,-15747,-22150,-16050,NA,-22467,-20635,-17881,NA,-22759,30613,-29178,-29457,-31325,-27348,-27958,-26658,-25805,-31006,-29178,-32752,-28397,-29229,-31181,-30065,31713,30106,30968,30106,-32146,NA,NA,-5056,-21213,NA,NA,-5266,NA,3028,-20643,-15445,-13261,-24587,-24863,-19711,NA,-27958,-25518,-21822,-28882,-29178,-29178,-29178,2565,-28240,-32146,-31889,-30328,-29721,-31281,31336,-31181,-30934,-32017,-31540,-29366,-28507,NA,-13261,NA,-12705,-25805,-27348,-21483,NA,-18600,NA,NA,NA,31979,-29971,-23647,-24605,23731,-27632,-29787,-28240,32433,-31006,31336,-27900,32433,-23196,27722,31939,-31414,NA,-31540,-31785,NA,NA,-23911,-29721,-17144,NA,-26078,-20931,-9269,NA,-19052,NA,NA,NA,-31599,-18802,-20936,-23994,-24587,-23994,-15100,-22467,-22467,-25518,-29178,-27632,-32146,-29787,-30673,-27293,-30673,-25374,-31889,32100,21550,-30065,32642,-24635,-30934,29399,-18778,NA,NA,NA,-19996,NA,NA,NA,-25827,-24587,-4312,-20635,32700,-19387,-20321,-26414,-29457,-30397,-25196,-26129,-28849,-22697,-31006,-31889,-30934,-32752,-32496,-30673,-22090,31336,9505,9460,NA,7465,NA,17752,7969,7499,NA,NA,13566,NA,28925,-32236,-26656,-28025,-27660,-30208,-30433,-30250,NA,30968,32100,29310,26315,24933,27121,25920,27582,23332,26315,26315,29106,28508,30511,-32236,31112,-28846,-31870,-14896,-21620,30613,NA,-31049,0,-32652,-27654,NA,-24109,-32496,19367,NA,22557,17533,15878,NA,13520,16249,24759,10811,10400,15307,8677,11850,10025,10157,12338,9619,10050,8528,6011,NA,22577,11053,NA,10950,10973,NA,13754,16980,27669,20822,18936,23369,14741,17201,18882,NA,18328,17383,13376,7765,10524,12001,19096,16815,14560,10697,10651,12826,14903,12226,11733,11685,14658,16563,20822,8958,10487,7969,7471,11642,10948,20627,NA,NA,NA,20029
"3",3963,NA,13464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,NA,0,NA,0,0,0,NA,0,NA,1802,6594,NA,-26993,-31338,-25130,-31487,27240,27685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14965,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,10640,NA,17922,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1338,1505,0,3015,NA,6968,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,2389,8148,5280,14433,NA,NA,10517,14498,NA,10457,685,0,0,0,4769,NA,0,0,0,NA,0,2880,NA,0,0,0,0,7,1509,0,0,4373,2510,13989,NA,17424,NA,20508,NA,NA,5993,NA,NA,NA,5618,0,0,3733,768,NA,0,11948,6101,2565,13068,0,5519,0,2488,2120,0,76,10987,1297,0,7967,1269,6730,13284,25501,-28211,-26142,NA,16979,14442,NA,13628,NA,10954,8635,NA,4999,NA,NA,10549,9958,2160,4800,10987,23617,9460,670,5215,11522,7478,15688,12600,13566,14202,13484,8476,15481,20410,18138,2606,5333,0,11235,NA,NA,NA,NA,NA,NA,5836,NA,8961,15730,NA,NA,NA,7470,11003,18893,8460,17121,13754,27226,15454,4582,-32152,10050,13131,16918,2302,9476,11962,21281,23701,1813,32,3600,4569,26753,2430,13474,-23401,-26144,31954,NA,NA,NA,19462,17420,17495,16944,12019,27827,12555,11088,14441,11489,14454,13978,14975,NA,14482,16925,14943,15516,14580,20414,14673,14597,18649,13396,12955,10095,NA,NA,NA,NA,NA,NA,31883,NA,NA,NA,NA,NA,NA,NA,-29828,29120,-28881,NA,24994,25438,27669,25886,28051,26473,24173,21547,19917,19907,22418,19962,16424,19442,16993,16256,NA,15011,NA,14634,NA,NA
"4",16681,12453,NA,14498,16681,13042,13042,11945,14065,24897,28690,NA,-29957,-19467,30446,23245,22598,27240,16584,14517,12952,12471,18414,19476,15967,10471,12984,NA,25695,23910,-31040,23441,21361,10457,27814,NA,19184,19281,18087,13437,11446,NA,14093,26232,NA,-5131,NA,-12056,-5607,NA,10437,3418,-1936,-744,3668,-28185,32056,-30215,NA,NA,16815,28422,30034,27265,30944,27971,20723,21538,20241,19200,14591,15825,15946,16445,10948,17453,11455,9987,10453,10464,14948,14623,12520,22577,-17292,NA,16500,4384,3779,-8666,9773,-8304,NA,-25819,NA,-17623,NA,31336,-26263,-30382,NA,NA,-27057,-11710,-19276,-13398,-19437,-23472,-28249,-29819,30893,21206,17013,15430,18951,13451,6510,16480,15996,NA,-31720,22208,-25664,-20878,-16676,-12658,-10615,-14239,-2390,NA,NA,-13153,-3338,-16538,-17390,-13863,-19059,-18457,-17627,-14896,-20864,-25664,-29252,NA,27147,25200,24002,18643,20313,15537,13983,23211,-24403,-30805,-20656,-16180,-10122,-14842,-17253,-16857,-28065,-23953,-23644,NA,NA,NA,NA,18087,29002,-31370,27843,-24927,-31636,-27594,-27654,-25863,-15816,-27256,NA,32366,23051,20074,17711,17443,16936,17057,15428,16225,22675,NA,-21913,-30250,NA,-20172,-10122,3542,-15099,NA,-17890,NA,-29182,-25960,-32014,-28016,-12045,-30035,28690,NA,NA,-9706,-22827,NA,-26441,-19437,-11895,-28016,-31989,23215,21347,16584,16514,13935,17420,13938,NA,NA,NA,NA,NA,-17686,-25065,-23263,-27764,28690,27398,20410,21395,-32523,31619,28553,23713,19918,16015,16954,20166,31523,-17855,-13863,-13153,NA,-28507,-24266,29002,21637,18291,19697,12970,11985,12443,15996,6025,10487,20599,14482,32438,-18675,-10693,-22609,-32062,22974,NA,7561,5642,12044,20313,7093,7465,3797,NA,5029,3331,4629,8469,3673,4495,4605,7054,8976,6587,4629,5303,10963,NA,12543,NA,16429,-28650,-31870,32366,NA,NA,8376,-14608,-16094,-16932,-21182,NA,NA,NA,-31026,NA,-18403,NA,-13473,-11294,-6536,-22975,-7904,2867,-17292,-28346,-28026,30893,23781
"5",-4312,NA,NA,NA,NA,-4126,9586,7658,-9914,-2747,-1054,-3235,-15296,-4205,-6524,NA,-2631,-25283,-24987,-13057,-22649,18138,NA,15434,15925,10471,17495,23326,-32277,-31248,NA,NA,-2491,NA,-3677,-5326,NA,NA,-6738,-11220,NA,NA,-3706,-1621,7658,NA,203,-405,-1013,1503,-6738,-3600,-4071,-13473,-9914,-16857,-24403,30328,-28322,6872,6281,7742,15479,NA,NA,20194,-28149,NA,NA,NA,-6623,NA,NA,8509,NA,-2565,-63,-736,-1278,12973,-6132,3318,NA,7307,-2492,997,-10306,-29182,-12906,-9315,9169,-4333,-28953,-29416,-24224,25779,7436,7691,13459,18247,21840,29946,-24972,-18540,-13096,NA,-5525,3840,-2228,7658,10608,11235,9010,NA,-2568,NA,5958,2104,544,8884,-10092,638,-11506,-8889,-9914,-17623,-3535,-20577,26962,5667,8086,9969,9483,11473,19973,29218,NA,-16094,-22500,-21250,-14242,NA,-1936,-9162,-1937,16360,4532,9128,12966,6327,4671,NA,-17266,-1054,7167,1503,-2141,-5277,997,4290,-5115,-17623,-9518,-24542,-24806,NA,-29989,-16872,13484,11461,8509,9483,NA,26000,29218,-28928,-20681,NA,6571,NA,-7227,NA,18074,4718,3811,3854,6622,19735,1982,3854,4384,3668,-11506,-2995,2266,-4674,-3913,-4918,-4296,-13102,-16343,-32062,-18043,-8071,-21002,-23660,-26798,19418,8917,NA,18704,28159,27265,-20872,NA,NA,NA,-25227,-16048,-16180,-16893,-8197,-2141,-2261,-6738,-2836,NA,-6381,-12279,-5776,1849,-1535,-16693,-4810,-4533,-17623,-24542,-26286,-9714,-26867,-19397,-23087,8989,14125,16422,12943,3091,13519,13444,22789,NA,-31026,-25458,NA,24133,-30336,17609,NA,8971,10458,24401,20627,18390,24184,22730,14623,20410,8971,10966,14982,4863,NA,5994,5333,7236,4863,5396,NA,10075,7880,9120,6253,14957,NA,NA,6101,NA,12471,16437,-31999,-25065,-15669,-9269,NA,-574,-4514,-929,-1422,5235,-8666,-7904,-2631,-3312,-12806,-523,-20013,-23819,-22033,-22514,NA,-7113,-8712,24125,-22208,24188,-26735,-30089,24401,-21901,-22262,NA,NA,-32743,NA
"6",-12279,NA,-9871,-18231,-18708,-23911,-20528,NA,31112,NA,-26584,-22827,-26216,-28025,-26861,-24769,31032,-22065,-29848,-30973,-25458,23051,21281,-26054,25321,25537,23701,NA,-30445,NA,-32741,-31563,30302,NA,-24403,31939,NA,NA,-11941,-18356,-31016,-16887,-15440,-24124,-18488,-23196,-22090,-14608,31032,-29440,-22592,-26656,-26861,20808,-23472,27814,23051,18506,19280,16763,20599,24389,30254,24043,20407,23719,24882,25913,NA,-26861,-24032,-30811,-29971,-29721,NA,-19996,NA,NA,-20833,-13261,-23430,-24266,-25196,-21741,-29252,-19315,-19276,-29200,-13903,20727,3981,22336,-27839,30368,29135,23713,24752,30010,NA,25330,NA,25120,29106,27548,NA,-23819,-28455,-28025,-31034,-30805,-27459,29330,NA,-15816,NA,-23364,-25612,-25125,28757,-25374,28250,30746,-26441,-21134,-31446,23467,-30912,-32152,-25266,-24266,20584,22011,25695,20800,24481,28733,NA,NA,NA,30885,NA,NA,-23522,-4582,-17076,-21987,-31487,NA,-17559,-23051,-16048,-13505,-20604,-18708,-25621,-25458,-22592,-26579,-16341,-17750,24809,30034,29135,30169,30010,23713,-28455,27723,-31844,32642,31112,19933,26956,22486,19201,23926,31705,NA,29326,26793,32720,24656,-32652,NA,30746,29288,NA,-31947,-28845,24481,-23673,-27915,-31285,-32277,-27327,19058,15651,21071,11473,8485,8539,16995,8496,15391,14968,8964,5273,11502,NA,17533,NA,23920,28725,28340,-32172,-23300,25654,-19413,-26047,25891,27723,NA,32222,-16295,23051,22401,-27423,30368,24752,20902,23617,25605,17354,21223,20955,15235,17899,14982,15516,13459,13958,NA,20522,19127,17082,29005,21347,22779,26888,27858,9092,-30668,30169,-27855,-21620,-8302,NA,NA,-27594,-15931,-25455,-11684,-9162,-6738,-29620,-13759,-21675,29218,-12658,-14608,-18675,-20240,31194,-22667,-21076,-28057,25200,27664,25654,-32231,-26739,30929,-25048,-22437,NA,-28025,-29229,-23911,-21483,-23472,-20777,-15122,-20321,-19052,-20268,-23051,-18169,-30445,-17559,-15731,-15065,-28245,32056,-20864,-16538,27035,22246,-24635,18832,-32308,20946,-25237,26640,11962,22432,24389,24444,28318,30759,31350,NA,-30208,NA,-32017
"7",16950,31934,30357,23642,-20561,29870,29571,-24953,-25532,31856,22701,18789,11802,9773,9923,10120,8765,9343,8586,6855,6906,6730,9333,7483,7022,5601,7829,5896,6562,5314,7290,6450,5977,4200,6228,9153,9052,24573,12746,30854,14222,32383,17815,-25887,17417,23071,27927,13119,13211,8379,9688,10491,5985,8410,7106,9565,8627,7649,9333,8446,7821,6356,7904,5206,7904,5937,5248,7529,7608,6655,5859,6404,6356,6068,17084,5950,16008,18133,12746,6740,5566,5398,4952,5699,5859,4994,4843,4660,5301,4151,19418,5152,3712,4426,4568,4777,4467,4718,4896,6044,3795,4171,4284,4509,3323,4211,4702,4911,5259,4843,6604,5203,4687,4818,4451,4109,4151,5162,4151,3920,4485,4467,3607,4401,3960,5595,3856,3732,4128,3981,3962,3586,4359,3795,4735,3607,2987,3338,2159,3859,3425,3235,4227,4117,6404,6980,10160,11961,28998,27204,24520,-21664,20384,-32180,30435,23628,14804,12439,12649,8213,7571,6939,6897,7147,9276,7274,8710,7106,9235,10139,8947,7779,4101,4849,3716,3591,4117,4422,6959,10516,13008,20470,16008,24806,29468,-27051,-30202,32521,31357,24655,20300,7064,6733,7900,4799,5218,6655,13447,7984,13874,21842,11480,17106,10653,6733,5573,5583,4896,3629,4075,4086,4493,7779,12554,22375,17288,-29493,20747,27241,18367,22664,10893,16478,28867,25722,32070,27029,18887,11161,7983,8112,8669,6813,7361,6139,6524,8654,6002,7356,6813,8669,5783,6939,8196,3646,6362,4467,6076,6160,6236,5427,6362,5203,5667,5859,3920,4026,4576,4676,4770,4068,3712,3566,3317,3732,3962,4106,3111,3773,3359,3732,3111,3194,5920,3920,3421,3462,3939,4478,2803,3566,2968,3234,3758,3818,4660,4619,4987,5817,7114,7787,13310,12048,10671,9924,22320,17744,15457,26444,17550,26210,14477,12080,7984,3918,6817,6990,6348,5027,5553,5918,5751,7152,7862,5583,5691,4745,4045,4561,4577,4338,8415,10328,11891
